"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Civilian Population in Labor Force 16 Years and Over:","Civilian Population in Labor Force 16 Years and Over: Employed","Civilian Population in Labor Force 16 Years and Over: Unemployed","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Families:","Families: Income Below Poverty Level","Families: Income Below Poverty Level: Married Couple Family: with Related Child Living  Below Poverty Level","Families: Income Below Poverty Level: Married Couple Family: No Related Children Under 18 Years","Families: Income Below Poverty Level: Male Householder, No Wife Present","Families: Income Below Poverty Level: Male Householder, No Wife Present: with Related Children Under 18 Years","Families: Income Below Poverty Level: Male Householder, No Wife Present: No Related Children Under 18 Years","Families: Income Below Poverty Level: Female Householder, No Husband Present","Families: Income Below Poverty Level: Female Householder, No Husband Present: with Related Children Under 18 Years","Families: Income Below Poverty Level: Female Householder, No Husband Present: No Related Children Under 18 Years","Families: Income At or Above Poverty Level","Median Household Income (In 2021 Inflation Adjusted Dollars)","Total Population","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"09001020302","Census Tract 203.02, Fairfield County, Connecticut","ACSSF","ct","140","00","0000581",,,,,"09","001",,,"020302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001020302","Census Tract 203.02",,,,2053,1924,129,2655,196,2459,2319,1859,970,414,100,1127,32,32,0,0,0,0,0,0,0,1095,231250,3966,3966,3610,3119,250,0,196,0,0,45,356,314,0,0,0,0,42,0
"09001020400","Census Tract 204, Fairfield County, Connecticut","ACSSF","ct","140","00","0000582",,,,,"09","001",,,"020400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001020400","Census Tract 204",,,,1855,1668,187,2578,135,2443,2039,1655,892,334,53,1056,10,10,0,0,0,0,0,0,0,1046,161111,3545,3545,3173,2720,50,0,373,0,0,30,372,235,0,0,0,0,27,110
"09001020500","Census Tract 205, Fairfield County, Connecticut","ACSSF","ct","140","00","0000583",,,,,"09","001",,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001020500","Census Tract 205",,,,2437,2222,215,3570,290,3280,2870,2364,1162,337,49,1258,0,0,0,0,0,0,0,0,0,1258,179306,5119,5119,4637,4006,73,0,334,28,0,196,482,217,0,0,0,0,6,259
"09001020600","Census Tract 206, Fairfield County, Connecticut","ACSSF","ct","140","00","0000584",,,,,"09","001",,,"020600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001020600","Census Tract 206",,,,2617,2499,118,3561,194,3367,2858,2174,1197,450,210,1306,0,0,0,0,0,0,0,0,0,1306,136458,4790,4790,3936,2808,253,0,609,0,37,229,854,370,0,0,2,0,94,388
"09001020700","Census Tract 207, Fairfield County, Connecticut","ACSSF","ct","140","00","0000585",,,,,"09","001",,,"020700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001020700","Census Tract 207",,,,2275,2222,53,3108,192,2916,2336,1739,682,231,31,1191,24,0,17,0,0,0,7,0,7,1167,137548,4266,4266,3704,3259,61,68,216,0,0,100,562,261,7,0,0,0,194,100
"09001020800","Census Tract 208, Fairfield County, Connecticut","ACSSF","ct","140","00","0000586",,,,,"09","001",,,"020800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001020800","Census Tract 208",,,,1630,1581,49,1981,64,1917,1563,1125,631,102,25,696,0,0,0,0,0,0,0,0,0,696,196776,2751,2751,2449,2143,18,0,204,0,22,62,302,131,0,8,0,0,6,157
"09001020900","Census Tract 209, Fairfield County, Connecticut","ACSSF","ct","140","00","0000587",,,,,"09","001",,,"020900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001020900","Census Tract 209",,,,2874,2691,183,3462,255,3207,2310,1650,628,132,40,1312,134,0,29,0,0,0,105,105,0,1178,81299,5197,5197,3850,2804,716,0,315,0,0,15,1347,526,37,113,0,0,564,107
"09001021000","Census Tract 210, Fairfield County, Connecticut","ACSSF","ct","140","00","0000588",,,,,"09","001",,,"021000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021000","Census Tract 210",,,,2053,1919,134,2270,62,2208,1806,1513,566,185,60,882,80,16,15,0,0,0,49,34,15,802,141659,3423,3423,3144,2461,481,0,74,0,0,128,279,96,2,0,0,0,78,103
"09001021100","Census Tract 211, Fairfield County, Connecticut","ACSSF","ct","140","00","0000589",,,,,"09","001",,,"021100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021100","Census Tract 211",,,,4150,3853,297,4846,1090,3756,2496,1898,831,181,7,1741,93,0,13,0,0,0,80,80,0,1648,89976,6894,6894,3903,2882,475,0,373,0,26,147,2991,1340,44,0,0,0,521,1086
"09001021200","Census Tract 212, Fairfield County, Connecticut","ACSSF","ct","140","00","0000590",,,,,"09","001",,,"021200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021200","Census Tract 212",,,,2622,2546,76,3260,182,3078,2815,2192,1070,242,82,1256,11,0,11,0,0,0,0,0,0,1245,137750,4418,4418,3765,3100,79,0,452,0,12,122,653,515,1,18,0,0,101,18
"09001021300","Census Tract 213, Fairfield County, Connecticut","ACSSF","ct","140","00","0000591",,,,,"09","001",,,"021300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021300","Census Tract 213",,,,3047,2910,137,3553,446,3107,2364,1622,782,138,44,1043,33,20,0,0,0,0,13,13,0,1010,109679,4660,4660,3006,1968,501,0,439,0,13,85,1654,714,0,0,0,0,176,764
"09001021401","Census Tract 214.01, Fairfield County, Connecticut","ACSSF","ct","140","00","0000592",,,,,"09","001",,,"021401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021401","Census Tract 214.01",,,,1999,1898,101,2312,653,1659,1073,934,318,179,30,778,74,0,0,0,0,0,74,0,74,704,75128,3584,3584,1289,433,661,0,195,0,0,0,2295,544,0,0,0,0,1459,292
"09001021402","Census Tract 214.02, Fairfield County, Connecticut","ACSSF","ct","140","00","0000593",,,,,"09","001",,,"021402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021402","Census Tract 214.02",,,,1862,1735,127,2398,172,2226,1280,931,485,258,13,970,109,0,0,0,0,0,109,27,82,861,68424,3306,3306,2116,836,1043,0,237,0,0,0,1190,855,15,0,0,0,250,70
"09001021501","Census Tract 215.01, Fairfield County, Connecticut","ACSSF","ct","140","00","0000594",,,,,"09","001",,,"021501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021501","Census Tract 215.01",,,,2234,2048,186,2646,928,1718,1025,508,173,1,1,1111,156,32,0,0,0,0,124,98,26,955,43585,4308,4308,1893,284,1231,0,321,0,19,38,2415,614,18,0,0,0,1275,508
"09001021502","Census Tract 215.02, Fairfield County, Connecticut","ACSSF","ct","140","00","0000595",,,,,"09","001",,,"021502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021502","Census Tract 215.02",,,,1335,1265,70,1686,557,1129,717,359,55,0,0,656,47,0,0,0,0,0,47,47,0,609,43708,2500,2500,1282,260,1022,0,0,0,0,0,1218,368,0,0,0,0,743,107
"09001021601","Census Tract 216.01, Fairfield County, Connecticut","ACSSF","ct","140","00","0000596",,,,,"09","001",,,"021601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021601","Census Tract 216.01",,,,2512,2373,139,2713,108,2605,2177,1762,865,214,111,492,64,0,0,0,0,0,64,64,0,428,93485,3326,3326,2907,1430,655,27,685,0,30,80,419,187,20,0,0,0,38,174
"09001021602","Census Tract 216.02, Fairfield County, Connecticut","ACSSF","ct","140","00","0000597",,,,,"09","001",,,"021602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021602","Census Tract 216.02",,,,2826,2750,76,3437,157,3280,2936,2565,823,149,50,1209,110,42,0,11,11,0,57,57,0,1099,91522,4740,4740,3722,1639,834,0,1183,0,0,66,1018,161,22,0,0,0,562,273
"09001021701","Census Tract 217.01, Fairfield County, Connecticut","ACSSF","ct","140","00","0000598",,,,,"09","001",,,"021701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021701","Census Tract 217.01",,,,2232,2205,27,2746,354,2392,1907,1432,486,151,0,764,62,0,62,0,0,0,0,0,0,702,65238,3902,3902,2775,1284,977,0,358,0,0,156,1127,232,77,0,0,0,668,150
"09001021702","Census Tract 217.02, Fairfield County, Connecticut","ACSSF","ct","140","00","0000599",,,,,"09","001",,,"021702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US09001021702","Census Tract 217.02",,,,2819,2684,135,3015,154,2861,2710,2186,543,146,70,583,48,0,5,0,0,0,43,43,0,535,96538,4074,4074,3293,1876,584,0,763,0,0,70,781,623,0,0,0,0,4,154
